insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.102,0.017,4.104,
0.099,0.020,4.104,
0.100,0.020,4.104,
0.093,0.020,4.104,
0.095,0.018,4.104,
0.095,0.019,4.104,
0.122,0.032,4.104,
0.104,0.018,4.104,
0.098,0.017,4.104,
0.091,0.021,4.104,
0.096,0.018,4.104,
0.097,0.021,4.104,
0.104,0.020,4.104,
0.100,0.018,4.104,
0.089,0.019,4.104,
0.106,0.020,4.104,
0.097,0.017,4.104,
0.095,0.021,4.104,
0.094,0.020,4.104,
0.096,0.019,4.104,
0.095,0.016,4.104,
0.096,0.017,4.104,
0.109,0.019,4.104,
0.120,0.017,4.104,
0.099,0.016,4.104,
0.096,0.018,4.104,
0.089,0.019,4.104,
0.099,0.015,4.104,
0.101,0.017,4.104,
0.095,0.033,4.104,
0.097,0.017,4.104,
0.094,0.016,4.104,
0.089,0.020,4.104,
0.095,0.020,4.104,
0.110,0.021,4.104,
0.100,0.018,4.104,
0.098,0.019,4.104,
0.095,0.020,4.104,
0.099,0.018,4.104,
0.101,0.019,4.104,
0.106,0.017,4.104,
0.100,0.018,4.104,
0.098,0.021,4.104,
0.099,0.017,4.104,
0.097,0.017,4.104,
0.095,0.016,4.104,
0.091,0.017,4.104,
0.091,0.018,4.104,
0.095,0.019,4.104,
0.096,0.018,4.104,
0.093,0.018,4.104,
0.092,0.019,4.104,
0.105,0.018,4.104,
0.154,0.016,4.104,
0.134,0.017,4.104,
0.158,0.015,4.104,
0.147,0.019,4.104,
0.129,0.017,4.104,
0.135,0.019,4.104,
0.119,0.017,4.104,
0.120,0.016,4.104,
0.111,0.018,4.104,
0.099,0.017,4.104,
0.101,0.017,4.104,
0.105,0.019,4.104,
0.102,0.015,4.104,
0.091,0.017,4.104,
0.099,0.021,4.104,
0.101,0.015,4.104,
0.092,0.023,4.104,
0.099,0.018,4.104,
0.102,0.019,4.104,
0.098,0.020,4.104,
0.097,0.016,4.104,
0.115,0.033,4.104,
0.112,0.022,4.104,
0.118,0.018,4.104,
0.118,0.017,4.104,
0.117,0.019,4.104,
0.100,0.015,4.104,
0.092,0.024,4.104,
0.102,0.018,4.104,
0.110,0.018,4.104,
0.153,0.019,4.104,
0.120,0.017,4.104,
0.118,0.019,4.104,
0.124,0.016,4.104,
0.105,0.020,4.104,
0.108,0.026,4.104,
0.112,0.016,4.104,
0.113,0.022,4.104,
0.130,0.018,4.104,
0.111,0.022,4.104,
0.111,0.019,4.104,
0.118,0.019,4.104,
0.117,0.017,4.104,
0.113,0.027,4.104,
0.113,0.020,4.104,
0.174,0.032,4.104,
0.181,0.018,4.104,
0.114,0.020,4.104,
0.121,0.019,4.104,
0.112,0.018,4.104,
0.103,0.030,4.104,
0.108,0.017,4.104,
0.108,0.020,4.104,
0.129,0.019,4.104,
0.111,0.018,4.104,
0.110,0.020,4.104,
0.137,0.018,4.104,
0.112,0.015,4.104,
0.109,0.021,4.104,
0.114,0.018,4.104,
0.153,0.021,4.104,
0.165,0.020,4.104,
0.153,0.021,4.104,
0.154,0.019,4.104,
0.157,0.022,4.104,
0.147,0.018,4.104,
0.129,0.019,4.104,
0.119,0.025,4.104,
0.128,0.016,4.104,
0.115,0.020,4.104,
0.119,0.016,4.104,
0.109,0.020,4.104,
0.098,0.019,4.104,
0.106,0.019,4.104,
0.101,0.020,4.104,
0.099,0.016,4.104,
0.100,0.015,4.104,
0.083,0.016,4.104,
0.091,0.019,4.104,
0.133,0.017,4.104,
0.098,0.017,4.104,
0.134,0.016,4.104,
0.170,0.036,4.104,
0.187,0.017,4.104,
0.144,0.018,4.104,
0.154,0.017,4.104,
0.152,0.019,4.104,
0.116,0.017,4.104,
0.132,0.017,4.104,
0.119,0.017,4.104,
0.105,0.017,4.104,
0.102,0.021,4.104,
0.110,0.016,4.104,
0.121,0.019,4.104,
0.107,0.018,4.104,
0.104,0.018,4.104,
0.100,0.017,4.104,
0.106,0.020,4.104,
0.115,0.020,4.104,
0.112,0.020,4.104,
0.111,0.018,4.104,
0.118,0.019,4.104,
0.121,0.017,4.104,
0.185,0.016,4.104,
0.118,0.019,4.104,
0.117,0.021,4.104,
0.121,0.015,4.104,
0.128,0.021,4.104,
0.113,0.026,4.104,
0.124,0.018,4.104,
0.129,0.016,4.104,
0.120,0.019,4.104,
0.120,0.017,4.104,
0.126,0.018,4.104,
0.149,0.021,4.104,
0.147,0.017,4.104,
0.130,0.024,4.104,
0.138,0.022,4.104,
0.135,0.016,4.104,
0.105,0.018,4.104,
0.099,0.021,4.104,
0.096,0.019,4.104,
0.092,0.017,4.104,
